method,lambda_value,similarity,learning_rate,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,ewc_loss_mean,ewc_loss_final,relative_time
ewc,100.0,0.4,0.01,4,-0.04739736020565033,0.0,0.15742692351341248,0.11002956330776215,0.15120971202850342,0.03176232677100961,0.046472374349832535,0.29039859771728516
none,0.0,0.4,0.05,0,0.11522641853662208,0.0,0.0005207724752835929,0.11574719101190567,5.0762064347509295e-05,0.0,0.0,0.23664402961730957
none,0.0,0.4,0.05,1,0.11281543670338579,0.0,0.00044594259816221893,0.113261379301548,4.6041976020205766e-05,0.0,0.0,0.23905682563781738
none,0.0,0.4,0.05,2,0.11296740482794121,0.0,0.00048498500837013125,0.11345238983631134,5.887098450330086e-05,0.0,0.0,0.23626279830932617
none,0.0,0.4,0.05,3,0.11683013662695885,0.0,0.0003858022391796112,0.11721593886613846,5.197633436182514e-05,0.0,0.0,0.21904778480529785
none,0.0,0.4,0.05,4,0.11203265673248097,0.0,0.0005137648549862206,0.1125464215874672,4.9243593821302056e-05,0.0,0.0,0.2512853145599365
l2,0.0,0.4,0.05,0,0.11522641853662208,0.0,0.0005207724752835929,0.11574719101190567,5.0762064347509295e-05,0.0,0.0,0.2609710693359375
l2,0.0,0.4,0.05,1,0.11281543670338579,0.0,0.00044594259816221893,0.113261379301548,4.6041976020205766e-05,0.0,0.0,0.2601737976074219
l2,0.0,0.4,0.05,2,0.11296740482794121,0.0,0.00048498500837013125,0.11345238983631134,5.887098450330086e-05,0.0,0.0,0.2530515193939209
l2,0.0,0.4,0.05,3,0.11683013662695885,0.0,0.0003858022391796112,0.11721593886613846,5.197633436182514e-05,0.0,0.0,0.2449355125427246
l2,0.0,0.4,0.05,4,0.11203265673248097,0.0,0.0005137648549862206,0.1125464215874672,4.9243593821302056e-05,0.0,0.0,0.24161052703857422
l2,0.01,0.4,0.05,0,0.10461209045024589,0.0,0.0005207724752835929,0.10513286292552948,0.0004464974335860461,0.0037589644541357074,0.005220653489232063,0.28749895095825195
l2,0.01,0.4,0.05,1,0.10218964962405153,0.0,0.00044594259816221893,0.10263559222221375,0.00044485353282652795,0.0037359662945248145,0.005222868639975786,0.3200953006744385
l2,0.01,0.4,0.05,2,0.10213952820049599,0.0,0.00048498500837013125,0.10262451320886612,0.0004832783597521484,0.00370168495242001,0.0052201757207512856,0.2951934337615967
l2,0.01,0.4,0.05,3,0.1057354249060154,0.0,0.0003858022391796112,0.10612122714519501,0.00046550139086320996,0.0037000943141167683,0.005200822837650776,0.2654902935028076
l2,0.01,0.4,0.05,4,0.10162820405093953,0.0,0.0005137648549862206,0.10214196890592575,0.0004445284721441567,0.003736853575330315,0.0051986416801810265,0.2637622356414795
l2,0.1,0.4,0.05,0,0.05198098422260955,0.0,0.0005207724752835929,0.05250175669789314,0.013120864517986774,0.020882783439328704,0.02589624933898449,0.2567563056945801
l2,0.1,0.4,0.05,1,0.049919628334464505,0.0,0.00044594259816221893,0.050365570932626724,0.013257278129458427,0.02053182004910468,0.025578022003173828,0.25426721572875977
l2,0.1,0.4,0.05,2,0.04931473295437172,0.0,0.00048498500837013125,0.04979971796274185,0.013456691056489944,0.020158900626157446,0.025212308391928673,0.2484879493713379
l2,0.1,0.4,0.05,3,0.0513879656791687,0.0,0.0003858022391796112,0.05177376791834831,0.01332654245197773,0.0202251592657949,0.025254789739847183,0.26720619201660156
l2,0.1,0.4,0.05,4,0.0502255309256725,0.0,0.0005137648549862206,0.05073929578065872,0.013098092749714851,0.020707872828194012,0.025706691667437553,0.24175286293029785
l2,1.0,0.4,0.05,0,0.0036554549005813897,0.0,0.0005207724752835929,0.004176227375864983,0.08179914951324463,0.017132423525865307,0.017996111884713173,0.32063865661621094
l2,1.0,0.4,0.05,1,0.0033521550067234784,0.0,0.00044594259816221893,0.0037980976048856974,0.08071131259202957,0.016303118002135308,0.017131861299276352,0.32235074043273926
l2,1.0,0.4,0.05,2,0.0032056442578323185,0.0,0.00048498500837013125,0.00369062926620245,0.07965916395187378,0.01570445927938272,0.01650616154074669,0.37726593017578125
l2,1.0,0.4,0.05,3,0.003445646958425641,0.0,0.0003858022391796112,0.0038314491976052523,0.0797608271241188,0.01588643006095663,0.016695968806743622,0.3042762279510498
l2,1.0,0.4,0.05,4,0.0035250663640908897,0.0,0.0005137648549862206,0.00403883121907711,0.08118616044521332,0.0168719299412478,0.017723917961120605,0.30884885787963867
l2,10.0,0.4,0.05,0,5.967170000076294e-05,0.0,0.0005207724752835929,0.0005804441752843559,0.11676208674907684,0.0026300131999887526,0.0026437179185450077,0.3092644214630127
l2,10.0,0.4,0.05,1,5.1221257308498025e-05,0.0,0.00044594259816221893,0.000497163855470717,0.11389955878257751,0.002468256099615246,0.002481133211404085,0.3229997158050537
l2,10.0,0.4,0.05,2,4.2383617255836725e-05,0.0,0.00048498500837013125,0.000527368625625968,0.11158852279186249,0.0023608441761462018,0.0023731684777885675,0.3127298355102539
l2,10.0,0.4,0.05,3,5.826028063893318e-05,0.0,0.0003858022391796112,0.0004440625198185444,0.11207699030637741,0.002395099346875213,0.002407599473372102,0.25004029273986816
l2,10.0,0.4,0.05,4,6.291648605838418e-05,0.0,0.0005137648549862206,0.0005766813410446048,0.11560043692588806,0.0025829124259762466,0.002596374833956361,0.3105771541595459
l2,100.0,0.4,0.05,0,inf,0.0,0.0005207724752835929,inf,inf,,,0.1354832649230957
l2,100.0,0.4,0.05,1,inf,0.0,0.00044594259816221893,inf,inf,,,0.13782501220703125
l2,100.0,0.4,0.05,2,inf,0.0,0.00048498500837013125,inf,inf,,,0.12257695198059082
l2,100.0,0.4,0.05,3,inf,0.0,0.0003858022391796112,inf,inf,,,0.10245347023010254
l2,100.0,0.4,0.05,4,inf,0.0,0.0005137648549862206,inf,inf,,,0.10342168807983398
ewc,0.0,0.4,0.05,0,0.11522641853662208,0.0,0.0005207724752835929,0.11574719101190567,5.0762064347509295e-05,0.0,0.0,0.24772262573242188
ewc,0.0,0.4,0.05,1,0.11281543670338579,0.0,0.00044594259816221893,0.113261379301548,4.6041976020205766e-05,0.0,0.0,0.2791767120361328
ewc,0.0,0.4,0.05,2,0.11296740482794121,0.0,0.00048498500837013125,0.11345238983631134,5.887098450330086e-05,0.0,0.0,0.32936620712280273
ewc,0.0,0.4,0.05,3,0.11683013662695885,0.0,0.0003858022391796112,0.11721593886613846,5.197633436182514e-05,0.0,0.0,0.23312926292419434
ewc,0.0,0.4,0.05,4,0.11203265673248097,0.0,0.0005137648549862206,0.1125464215874672,4.9243593821302056e-05,0.0,0.0,0.2546417713165283
ewc,0.01,0.4,0.05,0,0.11522617266746238,0.0,0.0005207724752835929,0.11574694514274597,5.07652985106688e-05,8.40246981860162e-08,1.1865937210586708e-07,0.30292415618896484
ewc,0.01,0.4,0.05,1,0.11281523553770967,0.0,0.00044594259816221893,0.11326117813587189,4.6044940972933546e-05,7.432844637027605e-08,1.0603763200833782e-07,0.2777366638183594
ewc,0.01,0.4,0.05,2,0.11296716640936211,0.0,0.00048498500837013125,0.11345215141773224,5.88746479479596e-05,8.02811765614024e-08,1.1552121037539109e-07,0.27176380157470703
ewc,0.01,0.4,0.05,3,0.11682995781302452,0.0,0.0003858022391796112,0.11721576005220413,5.197902282816358e-05,6.143738679277762e-08,8.81152644183203e-08,0.3112349510192871
ewc,0.01,0.4,0.05,4,0.11203240341274068,0.0,0.0005137648549862206,0.1125461682677269,4.9247337301494554e-05,9.368967070588417e-08,1.3285881550473277e-07,0.2932882308959961
ewc,0.1,0.4,0.05,0,0.11522404925199226,0.0,0.0005207724752835929,0.11574482172727585,5.0794686103472486e-05,8.402334943163614e-07,1.1865698752444587e-06,0.31598687171936035
ewc,0.1,0.4,0.05,1,0.11281333563965745,0.0,0.00044594259816221893,0.11325927823781967,4.607189475791529e-05,7.432732776356255e-07,1.060356225934811e-06,0.34356093406677246
ewc,0.1,0.4,0.05,2,0.11296506534563377,0.0,0.00048498500837013125,0.1134500503540039,5.890780812478624e-05,8.027991767675103e-07,1.1551892384886742e-06,0.27825427055358887
ewc,0.1,0.4,0.05,3,0.1168282963335514,0.0,0.0003858022391796112,0.11721409857273102,5.200332452659495e-05,6.143663592879239e-07,8.811391012386594e-07,0.35119199752807617
ewc,0.1,0.4,0.05,4,0.11203007138101384,0.0,0.0005137648549862206,0.11254383623600006,4.928111957269721e-05,9.368793635526063e-07,1.3285572322274675e-06,0.40370869636535645
ewc,1.0,0.4,0.05,0,0.1152028747019358,0.0,0.0005207724752835929,0.11572364717721939,5.108938057674095e-05,8.400983362082392e-06,1.1863316103699617e-05,0.32820630073547363
ewc,1.0,0.4,0.05,1,0.11279429195565172,0.0,0.00044594259816221893,0.11324023455381393,4.6342029236257076e-05,7.431611027721496e-06,1.0601558642520104e-05,0.33417820930480957
ewc,1.0,0.4,0.05,2,0.11294406960951164,0.0,0.00048498500837013125,0.11342905461788177,5.9240370319457725e-05,8.026729165874657e-06,1.1549605915206484e-05,0.42084360122680664
ewc,1.0,0.4,0.05,3,0.11681168153882027,0.0,0.0003858022391796112,0.11719748377799988,5.224633059697226e-05,6.1429122750873425e-06,8.81003597896779e-06,0.3478713035583496
ewc,1.0,0.4,0.05,4,0.11200674361316487,0.0,0.0005137648549862206,0.11252050846815109,4.9620091886026785e-05,9.36705620990419e-06,1.3282480722409673e-05,0.3167304992675781
ewc,10.0,0.4,0.05,0,0.11499135271878913,0.0,0.0005207724752835929,0.11551212519407272,5.414167026174255e-05,8.387487285125417e-05,0.00011839538638014346,0.30287599563598633
ewc,10.0,0.4,0.05,1,0.11260410843533464,0.0,0.00044594259816221893,0.11305005103349686,4.91319879074581e-05,7.420411180542174e-05,0.00010581557580735534,0.26204466819763184
ewc,10.0,0.4,0.05,2,0.11273454438196495,0.0,0.00048498500837013125,0.11321952939033508,6.266625132411718e-05,8.014122624115671e-05,0.00011526776506798342,0.279055118560791
ewc,10.0,0.4,0.05,3,0.11664565280079842,0.0,0.0003858022391796112,0.11703145503997803,5.473648343468085e-05,6.135407064644305e-05,8.796507609076798e-05,0.26910853385925293
ewc,10.0,0.4,0.05,4,0.11177396512357518,0.0,0.0005137648549862206,0.1122877299785614,5.3146781283430755e-05,9.3497129842401e-05,0.00013251615746412426,0.3014187812805176
ewc,100.0,0.4,0.05,0,0.11291088239522651,0.0,0.0005207724752835929,0.1134316548705101,9.502736065769568e-05,0.000825441736499414,0.001160594169050455,0.34658217430114746
ewc,100.0,0.4,0.05,1,0.11073162106913514,0.0,0.00044594259816221893,0.11117756366729736,8.573730883654207e-05,0.0007309904626568198,0.0010384884662926197,0.35316920280456543
ewc,100.0,0.4,0.05,2,0.11067273031221703,0.0,0.00048498500837013125,0.11115771532058716,0.00010673204815248027,0.0007889759661028961,0.0011302377097308636,0.3125448226928711
ewc,100.0,0.4,0.05,3,0.11500637605786324,0.0,0.0003858022391796112,0.11539217829704285,8.55037069413811e-05,0.0006061161061334986,0.0008663045009598136,0.32542848587036133
ewc,100.0,0.4,0.05,4,0.10949047392932698,0.0,0.0005137648549862206,0.1100042387843132,0.00010173420741921291,0.0009179194364973852,0.0012949517695233226,0.336484432220459
none,0.0,0.4,0.1,0,0.11940898246962206,0.0,2.210364755228511e-06,0.11941119283437729,1.7577153244019428e-07,0.0,0.0,0.2676553726196289
none,0.0,0.4,0.1,1,0.11689579636868075,0.0,1.4290112630988006e-06,0.11689722537994385,1.4449848606545856e-07,0.0,0.0,0.2649259567260742
none,0.0,0.4,0.1,2,0.11751565116662732,0.0,1.656234076108376e-06,0.11751730740070343,2.1489294965704175e-07,0.0,0.0,0.28589606285095215
none,0.0,0.4,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.461320948692446e-07,0.0,0.0,0.29233789443969727
none,0.0,0.4,0.1,4,0.11615697623381038,0.0,1.725245624584204e-06,0.11615870147943497,1.6576501593590365e-07,0.0,0.0,0.26070261001586914
l2,0.0,0.4,0.1,0,0.11940898246962206,0.0,2.210364755228511e-06,0.11941119283437729,1.7577153244019428e-07,0.0,0.0,0.29493188858032227
l2,0.0,0.4,0.1,1,0.11689579636868075,0.0,1.4290112630988006e-06,0.11689722537994385,1.4449848606545856e-07,0.0,0.0,0.260237455368042
l2,0.0,0.4,0.1,2,0.11751565116662732,0.0,1.656234076108376e-06,0.11751730740070343,2.1489294965704175e-07,0.0,0.0,0.3017396926879883
l2,0.0,0.4,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.461320948692446e-07,0.0,0.0,0.30704355239868164
l2,0.0,0.4,0.1,4,0.11615697623381038,0.0,1.725245624584204e-06,0.11615870147943497,1.6576501593590365e-07,0.0,0.0,0.26097607612609863
l2,0.01,0.4,0.1,0,0.10757215566832201,0.0,2.210364755228511e-06,0.10757436603307724,0.00029475934570655227,0.004578533414050071,0.005392651539295912,0.3221414089202881
l2,0.01,0.4,0.1,1,0.10506058634337023,0.0,1.4290112630988006e-06,0.10506201535463333,0.0002983839949592948,0.004559555386450939,0.005385581869632006,0.3375072479248047
l2,0.01,0.4,0.1,2,0.10536017048377744,0.0,1.656234076108376e-06,0.10536182671785355,0.00030828718445263803,0.004520224894111834,0.0053677428513765335,0.294680118560791
l2,0.01,0.4,0.1,3,0.10877867235433314,0.0,1.152915842794755e-06,0.10877982527017593,0.0003038971626665443,0.004537394213146854,0.0053763240575790405,0.29691267013549805
l2,0.01,0.4,0.1,4,0.10452536077389141,0.0,1.725245624584204e-06,0.10452708601951599,0.00029598071705549955,0.0045717548447623815,0.0053895628079771996,0.31886959075927734
l2,0.1,0.4,0.1,0,0.05227910227972643,0.0,2.210364755228511e-06,0.05228131264448166,0.013173975050449371,0.02363900306025971,0.026190852746367455,0.33613133430480957
l2,0.1,0.4,0.1,1,0.050183387110791955,0.0,1.4290112630988006e-06,0.050184816122055054,0.013304156251251698,0.023240126459328166,0.025804800912737846,0.32250142097473145
l2,0.1,0.4,0.1,2,0.049725519150683795,0.0,1.656234076108376e-06,0.0497271753847599,0.013403842225670815,0.0227506938534716,0.02530660293996334,0.2907984256744385
l2,0.1,0.4,0.1,3,0.05157667218338702,0.0,1.152915842794755e-06,0.05157782509922981,0.01336400955915451,0.022959146066365066,0.02551870048046112,0.3416421413421631
l2,0.1,0.4,0.1,4,0.050439137529224354,0.0,1.725245624584204e-06,0.05044086277484894,0.013204545713961124,0.023526021951383883,0.026079384610056877,0.365203857421875
l2,1.0,0.4,0.1,0,0.0036363339879699197,0.0,2.210364755228511e-06,0.003638544352725148,0.08256056904792786,0.017749324129195884,0.018180549144744873,0.3090517520904541
l2,1.0,0.4,0.1,1,0.003349548308960948,0.0,1.4290112630988006e-06,0.0033509773202240467,0.08126633614301682,0.01683129142492544,0.017243660986423492,0.3267040252685547
l2,1.0,0.4,0.1,2,0.003258425167018686,0.0,1.656234076108376e-06,0.0032600814010947943,0.07977273315191269,0.016152887278003618,0.016550172120332718,0.29895615577697754
l2,1.0,0.4,0.1,3,0.0033948112428561217,0.0,1.152915842794755e-06,0.0033959641586989164,0.08041572570800781,0.016449658874596935,0.016853541135787964,0.3217353820800781
l2,1.0,0.4,0.1,4,0.003465936082989174,0.0,1.725245624584204e-06,0.003467661328613758,0.0822008028626442,0.0175347247000318,0.01796139031648636,0.31234002113342285
l2,10.0,0.4,0.1,0,5.4410704478868865e-05,0.0,2.210364755228511e-06,5.6621069234097376e-05,0.11788320541381836,0.002666221502237022,0.002671304391697049,0.2966182231903076
l2,10.0,0.4,0.1,1,4.9253032102569705e-05,0.0,1.4290112630988006e-06,5.0682043365668505e-05,0.1146702766418457,0.002492228990420699,0.002496990840882063,0.3061084747314453
l2,10.0,0.4,0.1,2,4.725199630684074e-05,0.0,1.656234076108376e-06,4.8908230382949114e-05,0.11178990453481674,0.002375953592825681,0.0023804977536201477,0.385974645614624
l2,10.0,0.4,0.1,3,4.9391775633012e-05,0.0,1.152915842794755e-06,5.054469147580676e-05,0.11303917318582535,0.0024265276198275386,0.0024311665911227465,0.38366031646728516
l2,10.0,0.4,0.1,4,5.181406629617413e-05,0.0,1.725245624584204e-06,5.353931192075834e-05,0.1170792356133461,0.0026273393449373545,0.002632350195199251,0.3354315757751465
l2,100.0,0.4,0.1,0,inf,0.0,2.210364755228511e-06,inf,inf,,,0.13141655921936035
l2,100.0,0.4,0.1,1,inf,0.0,1.4290112630988006e-06,inf,inf,,,0.157135009765625
l2,100.0,0.4,0.1,2,inf,0.0,1.656234076108376e-06,inf,inf,,,0.13475394248962402
l2,100.0,0.4,0.1,3,inf,0.0,1.152915842794755e-06,inf,inf,,,0.13500380516052246
l2,100.0,0.4,0.1,4,inf,0.0,1.725245624584204e-06,inf,inf,,,0.18426918983459473
ewc,0.0,0.4,0.1,0,0.11940898246962206,0.0,2.210364755228511e-06,0.11941119283437729,1.7577153244019428e-07,0.0,0.0,0.3586745262145996
ewc,0.0,0.4,0.1,1,0.11689579636868075,0.0,1.4290112630988006e-06,0.11689722537994385,1.4449848606545856e-07,0.0,0.0,0.3490440845489502
ewc,0.0,0.4,0.1,2,0.11751565116662732,0.0,1.656234076108376e-06,0.11751730740070343,2.1489294965704175e-07,0.0,0.0,0.33161234855651855
ewc,0.0,0.4,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.461320948692446e-07,0.0,0.0,0.29195404052734375
ewc,0.0,0.4,0.1,4,0.11615697623381038,0.0,1.725245624584204e-06,0.11615870147943497,1.6576501593590365e-07,0.0,0.0,0.3122429847717285
ewc,0.01,0.4,0.1,0,0.11940896756846087,0.0,2.210364755228511e-06,0.1194111779332161,1.7577198718754516e-07,4.266968952666857e-10,5.075326825476623e-10,0.3989589214324951
ewc,0.01,0.4,0.1,1,0.11689578891810015,0.0,1.4290112630988006e-06,0.11689721792936325,1.4449858554144157e-07,3.039430012104303e-10,3.6394220970237257e-10,0.3805716037750244
ewc,0.01,0.4,0.1,2,0.11751565116662732,0.0,1.656234076108376e-06,0.11751730740070343,2.1489400126029068e-07,3.5455203100195506e-10,4.265857944663054e-10,0.3387174606323242
ewc,0.01,0.4,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.4613230803206534e-07,2.360002922056068e-10,2.8314187106026623e-10,0.34506916999816895
ewc,0.01,0.4,0.1,4,0.11615696878322979,0.0,1.725245624584204e-06,0.11615869402885437,1.657655417375281e-07,3.952195280118023e-10,4.719528101659876e-10,0.3441901206970215
ewc,0.1,0.4,0.1,0,0.11940896756846087,0.0,2.210364755228511e-06,0.1194111779332161,1.757778989031067e-07,4.266968747629589e-09,5.075326381387413e-09,0.3484065532684326
ewc,0.1,0.4,0.1,1,0.11689577401693896,0.0,1.4290112630988006e-06,0.11689720302820206,1.4450259300247126e-07,3.0394299158104532e-09,3.6394218749791207e-09,0.2994365692138672
ewc,0.1,0.4,0.1,2,0.11751564371604672,0.0,1.656234076108376e-06,0.11751729995012283,2.1489987034328806e-07,3.545520180225914e-09,4.265857889151903e-09,0.34792423248291016
ewc,0.1,0.4,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.4613569021548756e-07,2.3600029043697493e-09,2.8314179889576963e-09,0.3836512565612793
ewc,0.1,0.4,0.1,4,0.11615696878322979,0.0,1.725245624584204e-06,0.11615869402885437,1.657712260794142e-07,3.952195102952666e-09,4.719527435526061e-09,0.38875579833984375
ewc,1.0,0.4,0.1,0,0.1194088707109131,0.0,2.210364755228511e-06,0.11941108107566833,1.7583815292709915e-07,4.2669650377562956e-08,5.0753214964061044e-08,0.3717198371887207
ewc,1.0,0.4,0.1,1,0.11689571441229418,0.0,1.4290112630988006e-06,0.11689714342355728,1.44545168723198e-07,3.039427856775523e-08,3.639419077217099e-08,0.3870992660522461
ewc,1.0,0.4,0.1,2,0.11751556921024076,0.0,1.656234076108376e-06,0.11751722544431686,2.1496228441719722e-07,3.545517437224602e-08,4.265853803531172e-08,0.38538384437561035
ewc,1.0,0.4,0.1,3,0.12119779928218577,0.0,1.152915842794755e-06,0.12119895219802856,1.4617049259868509e-07,2.3600017377955334e-08,2.8314167010989877e-08,0.3891417980194092
ewc,1.0,0.4,0.1,4,0.11615687192568203,0.0,1.725245624584204e-06,0.11615859717130661,1.658291921557975e-07,3.9521917902959196e-08,4.719523261087488e-08,0.3465850353240967
ewc,10.0,0.4,0.1,0,0.11940789468485491,0.0,2.210364755228511e-06,0.11941010504961014,1.7643566252445453e-07,4.2669286532254213e-07,5.075272611065884e-07,0.33458566665649414
ewc,10.0,0.4,0.1,1,0.11689499170597628,0.0,1.4290112630988006e-06,0.11689642071723938,1.449683395549073e-07,3.0394078072634725e-07,3.6393916502674983e-07,0.360431432723999
ewc,10.0,0.4,0.1,2,0.11751471239347211,0.0,1.656234076108376e-06,0.11751636862754822,2.155805276515821e-07,3.545490649741467e-07,4.2658172105802805e-07,0.3989448547363281
ewc,10.0,0.4,0.1,3,0.12119721068631861,0.0,1.152915842794755e-06,0.12119836360216141,1.4651585900082864e-07,2.3599905083460104e-07,2.831401104685938e-07,0.3875300884246826
ewc,10.0,0.4,0.1,4,0.1161559778560104,0.0,1.725245624584204e-06,0.11615770310163498,1.664102740051021e-07,3.95215920209413e-07,4.719478852166503e-07,0.37354254722595215
ewc,100.0,0.4,0.1,0,0.11939811952311175,0.0,2.210364755228511e-06,0.11940032988786697,1.826541335958609e-07,4.2665649013340355e-06,5.074781711300602e-06,0.4037339687347412
